url,status,status_text,response_ms,redirect_count,final_url,title,title_len,desc,h1_count,h1,canonical,robots_meta,noindex,images_total,img_alt_missing,word_count,has_json_ld,has_hreflang,has_microdata,og_title,og_desc,twitter_card,links_internal,links_external,issues
https://genesismotiondesign.com/case-studies/strider/,200,,357,0,https://genesismotiondesign.com/case-studies/strider/,Strider — Genesis Motion Design,31,Explore Strider by Genesis Motion Design.,1,Strider,https://genesismotiondesign.com/case-studies/strider/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,252,True,False,False,Strider — Genesis Motion Design,Explore Strider by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(41); THIN_CONTENT(252)
https://genesismotiondesign.com/case-studies/hyperplay/,200,,562,0,https://genesismotiondesign.com/case-studies/hyperplay/,Hyperplay — Genesis Motion Design,33,Explore Hyperplay by Genesis Motion Design.,1,Hyperplay,https://genesismotiondesign.com/case-studies/hyperplay/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,242,True,False,False,Hyperplay — Genesis Motion Design,Explore Hyperplay by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(43); THIN_CONTENT(242)
https://genesismotiondesign.com/case-studies/dsc-technology/,200,,47,0,https://genesismotiondesign.com/case-studies/dsc-technology/,DSC Technology — Genesis Motion Design,38,Explore DSC Technology by Genesis Motion Design.,1,DSC Technology,https://genesismotiondesign.com/case-studies/dsc-technology/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,233,True,False,False,DSC Technology — Genesis Motion Design,Explore DSC Technology by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(48); THIN_CONTENT(233)
https://genesismotiondesign.com/how-to-craft-character-driven-narratives-for-your-brand-story/,200,,393,0,https://genesismotiondesign.com/how-to-craft-character-driven-narratives-for-your-brand-story/,Crafting Character-Driven Narratives for Brand Stories — Genesis Motion Design,78,Discover the art of character-driven brand storytelling and how it connects with audiences. Learn key techniques with Genesis Motion Design.,1,How to craft character-driven narratives for your brand story,https://genesismotiondesign.com/how-to-craft-character-driven-narratives-for-your-brand-story/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,5,0,1175,True,False,True,Crafting Character-Driven Narratives for Brand Stories — Genesis Motion Design,Discover the art of character-driven brand storytelling and how it connects with audiences. Learn key techniques with Genesis Motion Design.,summary_large_image,20,12,TITLE_TOO_LONG(78)
https://genesismotiondesign.com/case-studies/beamforming-technology/,200,,395,0,https://genesismotiondesign.com/case-studies/beamforming-technology/,Beamforming Technology — Genesis Motion Design,46,Explore Beamforming Technology by Genesis Motion Design.,1,Beamforming Technology,https://genesismotiondesign.com/case-studies/beamforming-technology/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,246,True,False,False,Beamforming Technology — Genesis Motion Design,Explore Beamforming Technology by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(56); THIN_CONTENT(246)
https://genesismotiondesign.com/case-studies/unilever-lux-sanitisers/,200,,902,0,https://genesismotiondesign.com/case-studies/unilever-lux-sanitisers/,Showcasing the Essence of LUX: Film Production House Singapore — Genesis Motion Design,86,Experience the elegance and effectiveness of LUX Hand Sanitizers in a visually captivating promo film produced by a Singapore film production house.,1,Unilever LUX Sanitisers,https://genesismotiondesign.com/case-studies/unilever-lux-sanitisers/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,284,True,False,False,Showcasing the Essence of LUX: Film Production House Singapore — Genesis Motion Design,Experience the elegance and effectiveness of LUX Hand Sanitizers in a visually captivating promo film produced by a Singapore film production house.,summary_large_image,16,11,TITLE_TOO_LONG(86); THIN_CONTENT(284)
https://genesismotiondesign.com/how-holiday-video-marketing-campaigns-can-bring-the-gift-of-conversion/,200,,919,0,https://genesismotiondesign.com/how-holiday-video-marketing-campaigns-can-bring-the-gift-of-conversion/,Holiday Video Marketing Campaigns: How to Plan for Seasonal Conversions,71,"Plan stronger holiday video marketing campaigns with a clear conversion goal, channel-specific creative, and scalable animation content for seasonal conversions.",1,Holiday Video Marketing Campaigns: How to Plan for Seasonal Conversions,https://genesismotiondesign.com/how-holiday-video-marketing-campaigns-can-bring-the-gift-of-conversion/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,6,0,1107,True,False,True,Holiday Video Marketing Campaigns: How to Plan for Seasonal Conversions,"Plan stronger holiday video marketing campaigns with a clear conversion goal, channel-specific creative, and scalable animation content for seasonal conversions.",summary_large_image,26,12,TITLE_TOO_LONG(71); DESC_TOO_LONG(161)
https://genesismotiondesign.com/case-studies/lux-la-vie-sunset-fling/,200,,636,0,https://genesismotiondesign.com/case-studies/lux-la-vie-sunset-fling/,Sunset Fling — Genesis Motion Design,36,Explore Sunset Fling by Genesis Motion Design.,1,Sunset Fling,https://genesismotiondesign.com/case-studies/lux-la-vie-sunset-fling/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,257,True,False,False,Sunset Fling — Genesis Motion Design,Explore Sunset Fling by Genesis Motion Design.,summary_large_image,14,11,DESC_TOO_SHORT(46); THIN_CONTENT(257)
https://genesismotiondesign.com/the-power-of-animation-in-marketing-captivate-your-audience-with-marketing-animation/,200,,101,0,https://genesismotiondesign.com/the-power-of-animation-in-marketing-captivate-your-audience-with-marketing-animation/,Animation in Marketing: Captivate Your Audience,47,Cut through the noise and boost engagement with marketing animation. Discover expert strategies to elevate your brand.,1,The power of animation in marketing: Captivate your audience with marketing animation,https://genesismotiondesign.com/the-power-of-animation-in-marketing-captivate-your-audience-with-marketing-animation/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,0,964,True,False,True,Animation in Marketing: Captivate Your Audience,Cut through the noise and boost engagement with marketing animation. Discover expert strategies to elevate your brand.,summary_large_image,22,12,
https://genesismotiondesign.com/2d-animation-pricing-singapore/,200,,546,0,https://genesismotiondesign.com/2d-animation-pricing-singapore/,2D Animation Pricing Singapore: What It Costs in 2026,53,"Transparent 2D animation pricing in Singapore. Compare costs for explainer videos, motion graphics, character animation. Free custom quote from award-winning studio.",1,2D Animation Pricing Singapore: What Does It Cost in 2026?,https://genesismotiondesign.com/2d-animation-pricing-singapore/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,0,1227,True,False,True,2D Animation Pricing Singapore: What It Costs in 2026,"Transparent 2D animation pricing in Singapore. Compare costs for explainer videos, motion graphics, character animation. Free custom quote from award-winning studio.",summary_large_image,20,12,DESC_TOO_LONG(165)
https://genesismotiondesign.com/sg/services/instagram-ar-filters/,200,,480,0,https://genesismotiondesign.com/sg/services/instagram-ar-filters/,Instagram AR Filter Singapore - Web AR Face Filter,50,Elevate your Instagram experience with our web AR face filters. Immerse yourself in interactive & captivating effects.,1,Filters that become part of culture,https://genesismotiondesign.com/sg/services/instagram-ar-filters/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,1218,True,True,False,Instagram AR Filter Singapore - Web AR Face Filter,Elevate your Instagram experience with our web AR face filters. Immerse yourself in interactive & captivating effects.,summary_large_image,11,11,
https://genesismotiondesign.com/what-is-2d-animation-guide-singapore-brands/,200,,70,0,https://genesismotiondesign.com/what-is-2d-animation-guide-singapore-brands/,What Is 2D Animation? Complete Guide for Singapore Brands (2026),64,"Learn what 2D animation is, how it works, types for brands, pricing, and why Singapore companies choose 2D animation. Complete guide from Genesis Motion Design.",1,What Is 2D Animation? Complete Guide for Singapore Brands,https://genesismotiondesign.com/what-is-2d-animation-guide-singapore-brands/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,0,1205,True,False,True,What Is 2D Animation? Complete Guide for Singapore Brands (2026),"Learn what 2D animation is, how it works, types for brands, pricing, and why Singapore companies choose 2D animation. Complete guide from Genesis Motion Design.",summary_large_image,21,12,TITLE_TOO_LONG(64)
https://genesismotiondesign.com/logo-animation-bring-brand-to-life/,200,,177,0,https://genesismotiondesign.com/logo-animation-bring-brand-to-life/,Logo Animation: How to Bring Your Brand to Life,47,"Discover how logo animation can transform your brand identity and captivate audiences. From animated logo types to production costs, learn everything about logo animation in Singapore. Get started tod",1,Logo Animation: How to Bring Your Brand to Life,https://genesismotiondesign.com/logo-animation-bring-brand-to-life/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,5,0,2088,True,False,True,Logo Animation: How to Bring Your Brand to Life,"Discover how logo animation can transform your brand identity and captivate audiences. From animated logo types to production costs, learn everything about logo animation in Singapore. Get started today.",summary_large_image,25,12,DESC_TOO_LONG(203)
https://genesismotiondesign.com/sg/services/2d-animation/infographics-design/,200,,568,1,https://genesismotiondesign.com/sg/services/infographic-animation/,Infographic Animation SG | Animated Infographics,48,Explore top infographic animation services in Singapore. We create engaging animated infographics that tell your brand story. Get a quote today.,1,"Data that moves, lands, and stays",https://genesismotiondesign.com/sg/services/infographic-animation/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,640,True,True,False,Infographic Animation SG | Animated Infographics,Explore top infographic animation services in Singapore. We create engaging animated infographics that tell your brand story. Get a quote today.,summary_large_image,11,11,REDIRECT(1); REDIRECT_TO(https://genesismotiondesign.com/sg/services/infographic-animation/)
https://genesismotiondesign.com/case-studies/valorant-champions-tour-pacific/,200,,635,0,https://genesismotiondesign.com/case-studies/valorant-champions-tour-pacific/,VALORANT Champions Tour Pacific — Genesis Motion Design,55,Explore VALORANT Champions Tour Pacific by Genesis Motion Design.,1,VALORANT Champions Tour Pacific,https://genesismotiondesign.com/case-studies/valorant-champions-tour-pacific/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,6,3,690,True,False,False,VALORANT Champions Tour Pacific — Genesis Motion Design,Explore VALORANT Champions Tour Pacific by Genesis Motion Design.,summary_large_image,24,11,DESC_TOO_SHORT(65); IMG_ALT_MISSING(3)
https://genesismotiondesign.com/social-media-video-content-guide/,200,,68,0,https://genesismotiondesign.com/social-media-video-content-guide/,Social Media Video: Content That Gets Watched (47 chars),56,"How to create social media video content that stops the scroll. Platform-specific tips for TikTok, Instagram, LinkedIn and YouTube from a Singapore agency. (156 chars)",1,Social Media Video: Content That Gets Watched,https://genesismotiondesign.com/social-media-video-content-guide/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,0,1791,True,False,True,Social Media Video: Content That Gets Watched (47 chars),"How to create social media video content that stops the scroll. Platform-specific tips for TikTok, Instagram, LinkedIn and YouTube from a Singapore agency. (156 chars)",summary_large_image,23,12,DESC_TOO_LONG(167)
https://genesismotiondesign.com/best-video-production-company-singapore/,200,,50,0,https://genesismotiondesign.com/best-video-production-company-singapore/,The Best Video Production Company in Singapore | Genesis Motion Design,70,"Looking for a video production company Singapore brands love? Genesis Motion Design beats Reckn & Big 3 on animation, awards & global client trust. Enquire today.",1,The Best Video Production Company in Singapore: Genesis Motion Design vs Reckn Studios vs Big 3 Media,https://genesismotiondesign.com/best-video-production-company-singapore/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,0,2584,True,False,True,The Best Video Production Company in Singapore | Genesis Motion Design,"Looking for a video production company Singapore brands love? Genesis Motion Design beats Reckn & Big 3 on animation, awards & global client trust. Enquire today.",summary_large_image,17,12,TITLE_TOO_LONG(70); DESC_TOO_LONG(162)
https://genesismotiondesign.com/the-power-of-animation-in-advertising-why-it-works-and-how-to-use-it/,200,,407,0,https://genesismotiondesign.com/the-power-of-animation-in-advertising-why-it-works-and-how-to-use-it/,The Power of Animation in Advertising: Why It Works and How to Use It,69,"Discover the power of animation in advertising. Learn how they engage audiences and drive results, with examples and strategies for animation advertising.",1,The Power of Animation in Advertising: Why It Works and How to Use It,https://genesismotiondesign.com/the-power-of-animation-in-advertising-why-it-works-and-how-to-use-it/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,5,0,1266,True,False,True,The Power of Animation in Advertising: Why It Works and How to Use It,"Discover the power of animation in advertising. Learn how they engage audiences and drive results, with examples and strategies for animation advertising.",summary_large_image,25,19,TITLE_TOO_LONG(69)
https://genesismotiondesign.com/tag/motion-graphics-proposal/,200,,99,0,https://genesismotiondesign.com/tag/motion-graphics-proposal/,motion-graphics-proposal Archives — Genesis Motion Design,57,,1,Tag:,https://genesismotiondesign.com/tag/motion-graphics-proposal/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,137,True,False,False,motion-graphics-proposal Archives — Genesis Motion Design,,summary_large_image,14,11,DESC_MISSING; THIN_CONTENT(137); OG_DESC_MISSING
https://genesismotiondesign.com/sg/creative-lab/,200,,69,0,https://genesismotiondesign.com/sg/creative-lab/,Creative Lab — Genesis Motion Design,36,"Discover the limitless possibilities of our creative agency in Singapore. We experiment, mix and match design elements to fuel curiosity.",1,Discover our sandbox of possibilities.,https://genesismotiondesign.com/sg/creative-lab/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,1,145,True,True,False,Creative Lab — Genesis Motion Design,"Discover the limitless possibilities of our creative agency in Singapore. We experiment, mix and match design elements to fuel curiosity.",summary_large_image,10,11,IMG_ALT_MISSING(1); THIN_CONTENT(145)
https://genesismotiondesign.com/case-studies/euroleague/,200,,674,0,https://genesismotiondesign.com/case-studies/euroleague/,EuroLeague — Genesis Motion Design,34,Explore EuroLeague by Genesis Motion Design.,1,EuroLeague,https://genesismotiondesign.com/case-studies/euroleague/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,229,True,False,False,EuroLeague — Genesis Motion Design,Explore EuroLeague by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(44); THIN_CONTENT(229)
https://genesismotiondesign.com/boosting-brand-engagement-with-kinetic-typography/,200,,561,0,https://genesismotiondesign.com/boosting-brand-engagement-with-kinetic-typography/,Boosting brand engagement with Kinetic Typography,49,Captivate your audience with kinetic typography in Singapore. Discover how animated text boosts brand engagement and tells compelling stories.,1,Boosting brand engagement with Kinetic Typography,https://genesismotiondesign.com/boosting-brand-engagement-with-kinetic-typography/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,9,0,853,True,False,True,Boosting brand engagement with Kinetic Typography,Captivate your audience with kinetic typography in Singapore. Discover how animated text boosts brand engagement and tells compelling stories.,summary_large_image,21,13,
https://genesismotiondesign.com/brand-video-that-converts/,200,,81,0,https://genesismotiondesign.com/brand-video-that-converts/,How to Create a Brand Video That Converts | Genesis Motion Design,65,"Learn how to create a brand video that converts viewers into customers. Expert tips on brand video production in Singapore, from strategy to distribution. Contact Genesis Motion Design today.",1,How to Create a Brand Video That Converts,https://genesismotiondesign.com/brand-video-that-converts/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,5,0,2312,True,False,True,How to Create a Brand Video That Converts | Genesis Motion Design,"Learn how to create a brand video that converts viewers into customers. Expert tips on brand video production in Singapore, from strategy to distribution. Contact Genesis Motion Design today.",summary_large_image,23,12,TITLE_TOO_LONG(65); DESC_TOO_LONG(191)
https://genesismotiondesign.com/sg/,200,,111,0,https://genesismotiondesign.com/sg/,Genesis Motion Design — Animation Studio Singapore,50,"Genesis, the leading animation and motion graphics studio in Singapore, specialising in cutting-edge storytelling and creative technology.",6,"Crafting Dynamic Experiences with Animation & Technology; Crafting Compelling Narratives with Traditional Animation; Our Manifesto: Seeing Beyond, Standing Out.; McDonald's Samurai & Ninja Burger Campaign; VALORANT Champions Tour Pacific Campaign; Animation Service FAQs",https://genesismotiondesign.com/sg/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,19,0,1652,True,True,False,Genesis Motion Design — Animation Studio Singapore,"Genesis, the leading animation and motion graphics studio in Singapore, specialising in cutting-edge storytelling and creative technology.",summary_large_image,48,21,MULTIPLE_H1S(6)
https://genesismotiondesign.com/case-studies/for-victory/,200,,765,0,https://genesismotiondesign.com/case-studies/for-victory/,For Victory — Genesis Motion Design,35,Explore For Victory by Genesis Motion Design.,1,For Victory,https://genesismotiondesign.com/case-studies/for-victory/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,292,True,False,False,For Victory — Genesis Motion Design,Explore For Victory by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(45); THIN_CONTENT(292)
https://genesismotiondesign.com/case-studies/gentaris-mission/,200,,58,0,https://genesismotiondesign.com/case-studies/gentaris-mission/,Gentari Mission Case Study — Genesis Motion Design,50,"Animated case study for Gentari Mission, showing how motion design helped communicate a cleaner energy story with clarity and impact.",1,Gentari’s Mission,https://genesismotiondesign.com/case-studies/gentaris-mission/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,262,True,False,False,Gentari Mission Case Study — Genesis Motion Design,"Animated case study for Gentari Mission, showing how motion design helped communicate a cleaner energy story with clarity and impact.",summary_large_image,16,11,THIN_CONTENT(262)
https://genesismotiondesign.com/case-studies/flexfit-seawool/,200,,1049,0,https://genesismotiondesign.com/case-studies/flexfit-seawool/,FlexFit Seawool Case Study — Genesis Motion Design,50,See how Genesis Motion Design used 2D motion graphics to showcase FlexFit Seawool and its sustainable yarn story in a concise campaign film.,1,FlexFit Seawool,https://genesismotiondesign.com/case-studies/flexfit-seawool/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,232,True,False,False,FlexFit Seawool Case Study — Genesis Motion Design,See how Genesis Motion Design used 2D motion graphics to showcase FlexFit Seawool and its sustainable yarn story in a concise campaign film.,summary_large_image,16,11,THIN_CONTENT(232)
https://genesismotiondesign.com/case-studies/hyperpolling-technology/,200,,1165,0,https://genesismotiondesign.com/case-studies/hyperpolling-technology/,Hyperpolling Technology — Genesis Motion Design,47,Explore Hyperpolling Technology by Genesis Motion Design.,1,Hyperpolling Technology,https://genesismotiondesign.com/case-studies/hyperpolling-technology/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,274,True,False,False,Hyperpolling Technology — Genesis Motion Design,Explore Hyperpolling Technology by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(57); THIN_CONTENT(274)
https://genesismotiondesign.com/sg/services/2d-animation/explainer-video/,200,,717,0,https://genesismotiondesign.com/sg/services/2d-animation/explainer-video/,Explainer Video Singapore | Explainer Video Services,52,Best explainer video services in Singapore. Animated videos that boost conversions and explain your product. Trusted by leading brands.,1,Explainer Video Service,https://genesismotiondesign.com/sg/services/2d-animation/explainer-video/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,1,2307,True,True,False,Explainer Video Singapore | Explainer Video Services,Best explainer video services in Singapore. Animated videos that boost conversions and explain your product. Trusted by leading brands.,summary_large_image,18,11,IMG_ALT_MISSING(1)
https://genesismotiondesign.com/sg/services/lifestyle-video-production/,200,,123,0,https://genesismotiondesign.com/sg/services/lifestyle-video-production/,Lifestyle Video Production | Videos For Lifestyle Brands,56,"Lifestyle video production services capturing authentic moments. Brand films, social content, and lifestyle commercials for modern brands.",1,"Real stories, real people",https://genesismotiondesign.com/sg/services/lifestyle-video-production/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,1053,True,True,False,Lifestyle Video Production | Videos For Lifestyle Brands,"Lifestyle video production services capturing authentic moments. Brand films, social content, and lifestyle commercials for modern brands.",summary_large_image,14,11,
https://genesismotiondesign.com/behind-the-scenes-animation-process-mcdonalds-samurai-isekai/,200,,74,0,https://genesismotiondesign.com/behind-the-scenes-animation-process-mcdonalds-samurai-isekai/,Behind the Scenes: Our Animation Process for McDonald's Samurai Isekai | Genesis Motion Design,94,Go behind the scenes of the animation process at Genesis Motion Design. See how we made McDonald's Samurai Isekai from concept to final delivery. Learn our motion design workflow.,1,Behind the Scenes: How We Made the McDonald’s Samurai Isekai Animation,https://genesismotiondesign.com/behind-the-scenes-animation-process-mcdonalds-samurai-isekai/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,5,1,1968,True,False,True,Behind the Scenes: Our Animation Process for McDonald's Samurai Isekai | Genesis Motion Design,Go behind the scenes of the animation process at Genesis Motion Design. See how we made McDonald's Samurai Isekai from concept to final delivery. Learn our motion design workflow.,summary_large_image,23,12,TITLE_TOO_LONG(94); DESC_TOO_LONG(179); IMG_ALT_MISSING(1)
https://genesismotiondesign.com/case-studies/under-the-spell/,200,,135,0,https://genesismotiondesign.com/case-studies/under-the-spell/,Under The Spell — Genesis Motion Design,39,Explore Under The Spell by Genesis Motion Design.,1,Under The Spell,https://genesismotiondesign.com/case-studies/under-the-spell/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,3,0,244,True,False,False,Under The Spell — Genesis Motion Design,Explore Under The Spell by Genesis Motion Design.,summary_large_image,16,11,DESC_TOO_SHORT(49); THIN_CONTENT(244)
https://genesismotiondesign.com/sg/services/gaming-video-production/esports/,200,,444,0,https://genesismotiondesign.com/sg/services/gaming-video-production/esports/,Esports Video Production | Esports Video Solutions,50,"Professional esports video production and motion graphics for gaming brands. Highlight reels, stream packages, and tournament content.",1,Esports Video Production,https://genesismotiondesign.com/sg/services/gaming-video-production/esports/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",False,4,1,1073,True,True,False,Esports Video Production | Esports Video Solutions,"Professional esports video production and motion graphics for gaming brands. Highlight reels, stream packages, and tournament content.",summary_large_image,18,11,IMG_ALT_MISSING(1)
